Customer_ID,Sex,Earnings,Region_Code,Marital Status,State_of_Origin,Customer_Worth,Customer_Reply,Plan,Certification,Effective To Date,Status_of_Employment,Premium_Auto_per_Month,Total Claim Amount,Vehicle Class,Vehicle Size,Months Since Last Claim,Months Since Policy Inception,Counts_of_Open_Complaints,No_Of_POlicy,kind_of_policy,Active_Policy,Sales Channel,Best_Offer
Customer_89,Male,40792,Suburban,Married,Lagos,6049.02516,Interested,Silver,HND,2/19/11,Fully_Employed,152,364.8,Four-Door Car,Medsize,15,60,2,4,Personal,P_L3,Branch,0
Customer_7014,Male,88736,Suburban,Married,Lagos,6368.225775,Interested,Silver,O_Level,7/1/2011,Fully_Employed,160,384.0,Two-Door Car,Large,5,72,0,3,Personal,P_L3,Call Center,1
Customer_7333,Female,66902,Suburban,Married,Lagos,2676.227315,Not_interested,Bronze,O_Level,1/17/11,Fully_Employed,134,337.219884,Four-Door Car,Medsize,0,1,0,1,Personal,P_L2,Agent,1
Customer_2241,Female,87720,Rural,Single,Kano,2516.59196,Interested,Bronze,O_Level,2/14/11,Fully_Employed,130,156.124914,Four-Door Car,Medsize,15,58,0,1,Corporate,C_L3,Agent,1
Customer_3174,Female,85170,Urban,Married,Lagos,2753.365822,Not_interested,Bronze,First_Degree,8/1/2011,Fully_Employed,138,288.295744,Two-Door Car,Medsize,16,44,0,1,Personal,P_L1,Agent,0
Customer_7536,Female,0,Suburban,Single,Abuja,6733.050335,Not_interested,Bronze,O_Level,1/25/11,Not_employed,124,446.4,Four-Door Car,Medsize,0,5,0,2,Corporate,C_L3,Agent,3
Customer_6259,Male,67598,Suburban,Married,Kano,5793.012841,Not_interested,Bronze,HND,8/1/2011,Fully_Employed,148,355.2,Four-Door Car,Medsize,8,47,2,3,Personal,P_L3,Agent,2
Customer_6732,Male,133678,Suburban,Single,Imo,5991.773931,Interested,Gold,HND,1/19/11,Fully_Employed,308,739.2,Sports Car,Medsize,33,24,0,1,Personal,P_L3,Branch,1
Customer_1949,Male,89972,Suburban,Married,Imo,8043.20055,Not_interested,Bronze,O_Level,2/24/11,Fully_Employed,202,624.023564,SUV,Medsize,14,83,0,3,Corporate,C_L1,Call Center,0
Customer_4044,Male,70078,Urban,Single,Lagos,4741.861234,Not_interested,Bronze,Second_Degree,1/1/2011,Fully_Employed,122,254.308991,Four-Door Car,Medsize,7,87,0,8,Personal,P_L1,Call Center,0
Customer_8992,Male,56242,Suburban,Divorced,Lagos,7091.046071,Not_interested,Silver,First_Degree,10/1/2011,Fully_Employed,180,432.0,Two-Door Car,Medsize,16,0,0,4,Personal,P_L1,Agent,1
Customer_2848,Female,50474,Suburban,Divorced,Imo,5207.751205,Not_interested,Bronze,HND,10/1/2011,Disabled,138,378.345883,Four-Door Car,Medsize,23,52,0,9,Personal,P_L3,Agent,1
Customer_6368,Female,70964,Suburban,Married,Abuja,10210.92761,Interested,Silver,HND,2/14/11,Fully_Employed,258,619.2,SUV,Medsize,21,59,0,3,Personal,P_L1,Branch,0
Customer_1,Female,0,Suburban,Single,Imo,6981.535903,Not_interested,Silver,First_Degree,1/31/11,Not_employed,188,1131.464935,Four-Door Car,Medsize,13,42,0,8,Personal,P_L3,Agent,2
Customer_6139,Male,0,Rural,Married,Lagos,2445.925701,Not_interested,Bronze,HND,12/2/2011,Not_employed,138,124.180159,Four-Door Car,Medsize,2,55,0,1,Personal,P_L2,Branch,1
Customer_4337,Female,44498,Suburban,Married,Lagos,17043.4383,Not_interested,Bronze,O_Level,1/2/2011,Disabled,128,455.191595,Four-Door Car,Medsize,4,88,0,2,Personal,P_L3,Call Center,3
Customer_6047,Female,41064,Urban,Divorced,Lagos,7860.047444,Not_interested,Bronze,First_Degree,10/2/2011,Fully_Employed,134,282.657499,Four-Door Car,Large,20,68,0,2,Personal,P_L2,Branch,0
Customer_935,Female,49032,Urban,Married,Lagos,5638.740347,Not_interested,Bronze,O_Level,1/25/11,Fully_Employed,142,300.607591,Four-Door Car,Medsize,11,23,0,8,Personal,P_L3,Call Center,2
Customer_713,Male,0,Suburban,Single,Lagos,4641.035171,Not_interested,Gold,First_Degree,2/28/11,Not_employed,284,1022.4,SUV,Medsize,5,87,0,1,Corporate,C_L2,Web,3
Customer_2720,Male,156882,Suburban,Married,Abuja,12377.02163,Not_interested,Bronze,O_Level,5/1/2011,Fully_Employed,206,613.866905,SUV,Medsize,6,73,0,2,Personal,P_L3,Branch,1
Customer_9090,Male,192120,Suburban,Married,Lagos,9412.670129,Not_interested,Gold,First_Degree,7/1/2011,Fully_Employed,234,561.6,Four-Door Car,Large,6,57,0,3,Corporate,C_L1,Branch,0
Customer_5205,Female,138322,Urban,Married,Lagos,7811.515468,Not_interested,Silver,HND,1/23/11,Fully_Employed,194,341.431343,Four-Door Car,Medsize,19,71,0,8,Personal,P_L3,Agent,2
Customer_7726,Male,44852,Suburban,Single,Imo,2794.009458,Not_interested,Silver,HND,2/26/11,Fully_Employed,152,528.391284,Four-Door Car,Medsize,9,31,2,1,Corporate,C_L3,Branch,2
Customer_591,Female,0,Suburban,Married,Lagos,3733.504584,Interested,Silver,O_Level,2/24/11,Not_employed,192,460.8,Four-Door Car,Large,31,34,0,1,Personal,P_L1,Agent,0
Customer_8960,Male,0,Suburban,Divorced,Lagos,4147.0234,Not_interested,Bronze,O_Level,2/1/2011,Not_employed,236,566.4,SUV,Medsize,12,88,0,1,Corporate,C_L3,Call Center,0
Customer_8605,Female,0,Suburban,Single,Lagos,3632.269217,Not_interested,Bronze,First_Degree,2/16/11,Not_employed,202,727.2,SUV,Small,34,53,0,1,Corporate,C_L2,Web,1
Customer_2936,Female,0,Suburban,Single,Lagos,6945.741598,Not_interested,Silver,O_Level,2/24/11,Not_employed,152,547.2,Four-Door Car,Large,4,43,10,2,Special,S_L2,Agent,0
Customer_8642,Female,0,Suburban,Single,Lagos,4416.577688,Not_interested,Bronze,O_Level,9/1/2011,Not_employed,122,643.877067,Four-Door Car,Medsize,23,46,0,7,Personal,P_L2,Agent,2
Customer_2448,Female,119594,Suburban,Married,Lagos,15263.41386,Not_interested,Silver,First_Degree,7/1/2011,Fully_Employed,254,609.6,SUV,Medsize,4,50,0,2,Personal,P_L2,Call Center,2
Customer_1576,Male,108000,Suburban,Divorced,Enugu,2646.684556,Not_interested,Bronze,First_Degree,1/1/2011,Fully_Employed,132,373.881547,Two-Door Car,Medsize,15,45,0,1,Corporate,C_L1,Call Center,0
Customer_8111,Female,66794,Suburban,Married,Abuja,8411.067687,Not_interested,Bronze,O_Level,2/23/11,Fully_Employed,212,508.8,SUV,Medsize,31,15,0,5,Personal,P_L3,Call Center,3
Customer_3762,Male,59120,Suburban,Married,Kano,4937.189986,Not_interested,Bronze,O_Level,2/15/11,Fully_Employed,124,297.6,Four-Door Car,Medsize,21,89,0,7,Personal,P_L3,Agent,0
Customer_213,Female,154986,Urban,Single,Lagos,5612.96434,Not_interested,Bronze,O_Level,2/24/11,Fully_Employed,140,307.963291,Four-Door Car,Medsize,2,35,0,3,Special,S_L3,Agent,0
Customer_778,Male,134534,Rural,Single,Abuja,13919.37715,Not_interested,Silver,HND,1/13/11,Fully_Employed,178,94.814032,Four-Door Car,Medsize,31,10,0,2,Corporate,C_L3,Call Center,2
Customer_5511,Male,52064,Suburban,Married,Abuja,8512.758196,Not_interested,Bronze,O_Level,2/26/11,Fully_Employed,218,638.098653,SUV,Medsize,18,25,0,3,Personal,P_L2,Web,1
Customer_3496,Female,0,Suburban,Single,Abuja,2276.647023,Not_interested,Bronze,HND,2/26/11,Not_employed,130,468.0,Two-Door Car,Small,21,40,0,1,Corporate,C_L3,Web,2
Customer_7908,Female,109796,Urban,Single,Imo,5419.744055,Not_interested,Bronze,HND,9/1/2011,Fully_Employed,138,176.242159,Two-Door Car,Small,25,32,0,9,Corporate,C_L2,Call Center,0
Customer_2043,Male,42998,Suburban,Married,Kano,10517.96779,Not_interested,Silver,O_Level,1/26/11,Fully_Employed,270,648.0,SUV,Medsize,34,28,2,3,Corporate,C_L3,Branch,1
Customer_8890,Male,124268,Rural,Single,Lagos,11474.23701,Not_interested,Bronze,HND,3/2/2011,Fully_Employed,146,25.333594,Two-Door Car,Medsize,13,14,0,2,Personal,P_L2,Web,1
Customer_8679,Male,50644,Suburban,Divorced,Lagos,9488.037005,Not_interested,Silver,O_Level,2/28/11,On_Leave,252,886.033554,Sports Car,Medsize,23,52,0,3,Corporate,C_L3,Call Center,2
Customer_5420,Female,74870,Urban,Single,Kano,4072.045873,Not_interested,Bronze,HND,1/31/11,Fully_Employed,210,314.441585,SUV,Medsize,3,22,0,1,Personal,P_L3,Branch,2
Customer_6154,Female,111020,Suburban,Divorced,Lagos,10678.58892,Not_interested,Silver,O_Level,1/23/11,Fully_Employed,178,427.2,Two-Door Car,Medsize,1,2,0,2,Personal,P_L2,Web,0
Customer_1567,Female,168848,Urban,Married,Abuja,5341.388388,Not_interested,Bronze,PHD,2/25/11,Fully_Employed,132,231.537001,Four-Door Car,Medsize,18,71,0,9,Personal,P_L2,Call Center,1
Customer_165,Male,43752,Suburban,Married,Abuja,7773.158973,Not_interested,Bronze,Second_Degree,2/21/11,On_Leave,136,465.41477,Four-Door Car,Small,12,28,0,2,Personal,P_L3,Agent,0
Customer_4702,Male,0,Suburban,Single,Lagos,2032.783687,Not_interested,Bronze,First_Degree,1/16/11,Not_employed,128,731.479725,Four-Door Car,Small,0,8,2,1,Personal,P_L2,Agent,1
Customer_3566,Male,51006,Suburban,Married,Lagos,30852.58677,Not_interested,Bronze,O_Level,8/2/2011,Disabled,230,552.0,SUV,Medsize,12,59,0,2,Personal,P_L3,Branch,1
Customer_7722,Female,71202,Urban,Single,Kano,10622.49148,Not_interested,Bronze,HND,1/28/11,Fully_Employed,138,249.803437,Four-Door Car,Medsize,34,15,0,2,Personal,P_L1,Branch,2
Customer_8895,Female,41806,Suburban,Married,Lagos,8888.296424,Not_interested,Bronze,O_Level,1/21/11,Disabled,234,561.6,SUV,Medsize,4,40,0,8,Personal,P_L2,Branch,3
Customer_5439,Female,39430,Suburban,Married,Abuja,4884.289803,Not_interested,Bronze,O_Level,1/17/11,On_Leave,132,475.2,Four-Door Car,Small,25,11,8,5,Personal,P_L3,Web,0
Customer_2013,Female,96630,Suburban,Divorced,Lagos,8406.395122,Not_interested,Bronze,O_Level,1/1/2011,Fully_Employed,142,340.8,Four-Door Car,Medsize,34,56,0,2,Personal,P_L1,Agent,0
Customer_273,Female,0,Suburban,Married,Imo,5031.638777,Not_interested,Silver,O_Level,4/2/2011,Not_employed,266,795.864079,Sports Car,Small,3,89,0,1,Personal,P_L3,Agent,0
Customer_3860,Female,63454,Suburban,Single,Enugu,3538.64749,Not_interested,Silver,O_Level,3/1/2011,Fully_Employed,184,495.750669,Four-Door Car,Small,1,95,0,1,Personal,P_L3,Agent,2
Customer_4167,Male,156254,Rural,Married,Enugu,2801.470318,Not_interested,Bronze,Second_Degree,11/1/2011,Fully_Employed,138,136.172569,Four-Door Car,Medsize,5,6,0,1,Personal,P_L3,Call Center,2
Customer_8043,Female,0,Rural,Married,Abuja,7205.133626,Not_interested,Silver,Second_Degree,10/1/2011,Not_employed,190,149.843223,Two-Door Car,Medsize,3,29,0,9,Personal,P_L2,Agent,0
Customer_3788,Female,133352,Suburban,Married,Imo,3921.366722,Interested,Silver,O_Level,5/1/2011,Fully_Employed,194,558.099357,Four-Door Car,Small,0,40,0,1,Personal,P_L3,Agent,2
Customer_5183,Male,0,Suburban,Single,Abuja,4060.668736,Not_interested,Bronze,First_Degree,2/22/11,Not_employed,234,842.4,Sports Car,Medsize,13,69,0,1,Personal,P_L1,Web,2
Customer_394,Female,83092,Rural,Divorced,Kano,8711.845263,Not_interested,Gold,First_Degree,3/2/2011,Fully_Employed,222,121.306839,Four-Door Car,Medsize,4,47,0,3,Corporate,C_L1,Call Center,0
Customer_583,Female,109560,Rural,Married,Lagos,6864.508337,Not_interested,Silver,O_Level,2/27/11,Fully_Employed,176,135.26125,Four-Door Car,Large,22,72,6,5,Personal,P_L3,Agent,0
Customer_9052,Male,35066,Suburban,Married,Lagos,2738.352663,Not_interested,Bronze,HND,2/14/11,Disabled,146,350.4,Two-Door Car,Medsize,10,1,0,1,Personal,P_L3,Agent,0
Customer_9120,Female,0,Suburban,Single,Lagos,2116.738469,Not_interested,Bronze,First_Degree,2/19/11,Not_employed,144,518.4,Four-Door Car,Medsize,30,69,10,1,Personal,P_L2,Web,2
Customer_116,Male,41986,Suburban,Divorced,Abuja,4774.943848,Interested,Silver,O_Level,2/18/11,In_Retirement,266,638.4,SUV,Medsize,35,90,0,1,Personal,P_L3,Agent,1
Customer_6644,Male,0,Rural,Married,Kano,8265.482214,Not_interested,Silver,O_Level,11/2/2011,Not_employed,158,46.464625,Two-Door Car,Large,11,45,2,2,Corporate,C_L3,Agent,0
Customer_8241,Female,0,Suburban,Married,Abuja,2726.262292,Not_interested,Bronze,HND,2/14/11,Not_employed,140,405.384524,Four-Door Car,Medsize,21,70,0,1,Corporate,C_L3,Agent,0
Customer_6869,Male,0,Suburban,Married,Lagos,7609.001877,Not_interested,Bronze,HND,1/28/11,Not_employed,208,638.414994,SUV,Small,3,62,0,3,Personal,P_L2,Branch,0
Customer_9088,Male,0,Suburban,Married,Lagos,3887.456401,Interested,Gold,HND,2/28/11,Not_employed,210,504.0,Four-Door Car,Large,3,92,0,1,Personal,P_L3,Branch,0
Customer_9071,Male,56966,Suburban,Married,Lagos,5610.819189,Not_interested,Bronze,First_Degree,2/17/11,Fully_Employed,144,345.6,Four-Door Car,Medsize,18,92,0,5,Corporate,C_L2,Agent,2
Customer_8158,Male,104324,Urban,Divorced,Abuja,7809.216137,Not_interested,Silver,Second_Degree,1/24/11,Fully_Employed,198,251.152889,Two-Door Car,Large,1,63,0,4,Personal,P_L2,Agent,0
Customer_520,Female,143462,Urban,Single,Lagos,15658.03434,Not_interested,Silver,First_Degree,2/2/2011,Fully_Employed,260,599.648466,SUV,Medsize,12,50,0,2,Corporate,C_L2,Branch,0
Customer_1763,Male,49122,Suburban,Married,Enugu,14434.74644,Not_interested,Silver,O_Level,2/19/11,Disabled,252,853.473552,SUV,Small,1,31,0,2,Personal,P_L1,Branch,1
Customer_1875,Male,138494,Urban,Married,Abuja,4874.774396,Not_interested,Bronze,O_Level,9/2/2011,Fully_Employed,122,226.522147,Two-Door Car,Medsize,12,64,2,3,Corporate,C_L3,Agent,3
Customer_5355,Female,140558,Urban,Single,Enugu,5710.024308,Not_interested,Bronze,O_Level,10/2/2011,Fully_Employed,142,331.231484,Four-Door Car,Medsize,17,25,0,7,Special,S_L3,Call Center,3
Customer_3965,Male,106456,Rural,Married,Imo,8851.689719,Not_interested,Bronze,Second_Degree,3/2/2011,Fully_Employed,146,137.195447,Four-Door Car,Medsize,26,33,0,2,Special,S_L1,Branch,1
Customer_3344,Female,0,Suburban,Single,Abuja,11816.47532,Not_interested,Bronze,First_Degree,3/1/2011,Not_employed,212,763.2,SUV,Large,1,38,0,2,Personal,P_L3,Agent,1
Customer_6598,Female,63012,Suburban,Married,Lagos,8085.917906,Not_interested,Gold,First_Degree,2/18/11,Fully_Employed,204,601.074585,Four-Door Car,Small,23,50,0,8,Personal,P_L1,Web,0
Customer_2253,Female,126534,Suburban,Single,Lagos,7249.206475,Not_interested,Silver,HND,3/2/2011,Fully_Employed,184,530.340202,Four-Door Car,Medsize,22,31,0,8,Personal,P_L1,Agent,0
Customer_6877,Male,43084,Suburban,Married,Lagos,20268.49877,Not_interested,Bronze,O_Level,1/19/11,Fully_Employed,206,494.4,Sports Car,Small,18,37,0,2,Special,S_L2,Branch,3
Customer_3224,Female,39274,Suburban,Married,Abuja,2523.161048,Not_interested,Bronze,HND,1/27/11,On_Leave,134,333.138214,Four-Door Car,Medsize,34,30,0,1,Personal,P_L3,Branch,0
Customer_526,Male,48890,Suburban,Single,Abuja,7270.736958,Not_interested,Bronze,First_Degree,8/2/2011,Fully_Employed,126,302.4,Two-Door Car,Medsize,18,15,0,2,Personal,P_L3,Agent,0
Customer_7545,Female,47108,Rural,Married,Abuja,4810.957973,Not_interested,Bronze,First_Degree,12/1/2011,On_Leave,122,142.459804,Two-Door Car,Medsize,12,17,0,6,Personal,P_L2,Agent,0
Customer_2946,Female,95776,Suburban,Single,Abuja,2491.16729,Not_interested,Bronze,O_Level,1/26/11,Fully_Employed,128,545.083116,Four-Door Car,Small,23,16,2,1,Personal,P_L1,Web,0
Customer_4473,Male,174984,Urban,Married,Abuja,2485.544888,Not_interested,Bronze,O_Level,2/26/11,Fully_Employed,124,264.461805,Two-Door Car,Medsize,15,69,0,1,Personal,P_L2,Agent,2
Customer_3899,Male,147590,Urban,Married,Abuja,9187.025301,Not_interested,Bronze,First_Degree,1/28/11,Fully_Employed,232,501.716934,SUV,Medsize,1,77,2,3,Personal,P_L3,Agent,0
Customer_5655,Female,71154,Urban,Married,Abuja,5165.228365,Not_interested,Silver,O_Level,1/17/11,Fully_Employed,260,574.51239,SUV,Medsize,1,6,0,1,Personal,P_L3,Branch,0
Customer_692,Female,153462,Urban,Married,Abuja,2584.408525,Interested,Bronze,First_Degree,2/14/11,Fully_Employed,128,201.455005,Four-Door Car,Medsize,2,68,0,1,Personal,P_L3,Agent,1
Customer_6059,Female,0,Urban,Divorced,Lagos,4813.184482,Not_interested,Silver,O_Level,7/1/2011,Not_employed,272,569.908338,SUV,Medsize,11,30,2,1,Corporate,C_L2,Agent,0
Customer_959,Male,99428,Urban,Married,Lagos,4972.357298,Not_interested,Bronze,HND,6/2/2011,Fully_Employed,126,266.165535,Four-Door Car,Medsize,29,64,6,4,Personal,P_L3,Branch,2
Customer_4444,Male,59580,Suburban,Married,Abuja,14505.02129,Not_interested,Bronze,First_Degree,1/31/11,On_Leave,388,931.2,Luxury SUV,Medsize,25,49,0,3,Personal,P_L2,Agent,0
Customer_8609,Female,87442,Suburban,Married,Lagos,2437.321545,Not_interested,Bronze,HND,2/17/11,Fully_Employed,122,292.8,Four-Door Car,Small,5,84,0,1,Personal,P_L2,Branch,1
Customer_6342,Female,127548,Rural,Divorced,Lagos,4378.363592,Interested,Gold,First_Degree,2/28/11,Fully_Employed,222,60.036683,Four-Door Car,Medsize,18,63,0,1,Personal,P_L3,Agent,1
Customer_6131,Female,74546,Suburban,Divorced,Abuja,3501.139864,Not_interested,Silver,First_Degree,8/1/2011,Fully_Employed,176,422.4,Two-Door Car,Large,10,87,0,1,Personal,P_L3,Branch,0
Customer_3633,Male,38490,Suburban,Married,Abuja,3938.785538,Not_interested,Bronze,First_Degree,2/28/11,Disabled,212,508.8,SUV,Large,28,61,0,1,Personal,P_L3,Web,2
Customer_5805,Male,76314,Rural,Married,Kano,4819.992644,Not_interested,Bronze,HND,2/26/11,Fully_Employed,122,81.53233,Two-Door Car,Medsize,2,39,0,4,Personal,P_L3,Branch,2
Customer_1050,Male,103956,Rural,Married,Imo,2602.272131,Not_interested,Bronze,O_Level,1/20/11,Fully_Employed,132,144.782152,Four-Door Car,Medsize,18,81,0,1,Corporate,C_L3,Agent,1
Customer_590,Female,0,Suburban,Divorced,Imo,3841.606117,Not_interested,Bronze,PHD,2/21/11,Not_employed,224,537.6,SUV,Medsize,3,51,4,1,Personal,P_L2,Agent,0
Customer_519,Female,84606,Suburban,Married,Abuja,7182.971028,Not_interested,Bronze,HND,9/1/2011,Fully_Employed,360,1210.920949,Luxury SUV,Medsize,24,66,0,1,Personal,P_L2,Agent,1
Customer_3380,Male,134264,Suburban,Married,Imo,5683.307056,Not_interested,Bronze,O_Level,1/13/11,Fully_Employed,142,466.371705,Four-Door Car,Large,34,71,0,6,Corporate,C_L2,Branch,1
Customer_3676,Male,99060,Urban,Married,Imo,7526.88292,Not_interested,Bronze,First_Degree,2/15/11,Fully_Employed,126,278.24204,Four-Door Car,Medsize,8,64,0,2,Personal,P_L1,Web,1
Customer_5776,Female,92122,Rural,Married,Abuja,5247.683756,Not_interested,Bronze,Second_Degree,9/1/2011,Fully_Employed,130,21.612658,Two-Door Car,Large,23,95,0,3,Personal,P_L3,Branch,2
Customer_8252,Male,32734,Suburban,Married,Imo,7261.328982,Not_interested,Silver,HND,6/2/2011,On_Leave,188,515.569363,Four-Door Car,Medsize,2,99,0,9,Personal,P_L3,Branch,0
Customer_6573,Male,138404,Suburban,Single,Imo,2381.825871,Not_interested,Bronze,O_Level,2/21/11,Fully_Employed,122,292.8,Two-Door Car,Small,33,12,0,1,Personal,P_L2,Web,1
Customer_5179,Female,0,Suburban,Married,Abuja,6966.051797,Not_interested,Silver,HND,2/19/11,Not_employed,190,629.647822,Four-Door Car,Medsize,19,41,2,9,Corporate,C_L2,Web,0
Customer_1607,Female,73074,Rural,Single,Abuja,23517.85325,Not_interested,Silver,PHD,2/18/11,Fully_Employed,170,165.309001,Four-Door Car,Medsize,19,4,0,2,Personal,P_L1,Web,0
Customer_3610,Female,59078,Suburban,Single,Lagos,6302.440231,Not_interested,Silver,HND,5/1/2011,On_Leave,170,408.0,Four-Door Car,Medsize,20,83,0,7,Personal,P_L3,Agent,0
Customer_8910,Female,88414,Urban,Married,Lagos,31760.35391,Not_interested,Silver,Second_Degree,1/28/11,Fully_Employed,198,407.638917,Four-Door Car,Medsize,23,57,0,2,Corporate,C_L2,Agent,2
Customer_6635,Male,107124,Urban,Married,Abuja,5366.469352,Not_interested,Silver,First_Degree,10/2/2011,Fully_Employed,270,589.628918,SUV,Medsize,24,35,0,1,Personal,P_L3,Branch,0
Customer_9131,Male,0,Suburban,Single,Lagos,8165.890428,Not_interested,Silver,First_Degree,6/2/2011,Not_employed,170,790.784983,Four-Door Car,Medsize,9,37,6,2,Corporate,C_L2,Branch,0
Customer_1809,Male,141674,Suburban,Married,Lagos,5637.403677,Not_interested,Bronze,PHD,1/20/11,Fully_Employed,146,362.743231,Four-Door Car,Small,7,19,8,3,Personal,P_L3,Agent,1
Customer_791,Male,167544,Rural,Divorced,Lagos,2455.408288,Not_interested,Bronze,HND,1/21/11,Fully_Employed,124,42.248087,Two-Door Car,Large,13,76,0,1,Personal,P_L3,Branch,2
Customer_792,Male,133678,Suburban,Single,Imo,5991.773931,Interested,Gold,HND,1/19/11,Fully_Employed,308,739.2,Sports Car,Medsize,33,24,0,1,Personal,P_L2,Branch,1
Customer_3056,Male,0,Suburban,Single,Kano,2217.912948,Not_interested,Bronze,HND,4/1/2011,Not_employed,132,389.944994,Two-Door Car,Medsize,31,14,0,1,Personal,P_L2,Branch,2
Customer_1855,Male,196006,Urban,Divorced,Imo,8503.279969,Not_interested,Bronze,First_Degree,8/2/2011,Fully_Employed,214,449.408637,SUV,Small,4,46,0,7,Personal,P_L3,Call Center,2
Customer_8648,Female,74050,Urban,Married,Lagos,12150.94098,Not_interested,Bronze,O_Level,5/1/2011,Fully_Employed,202,427.243803,SUV,Medsize,15,36,0,2,Corporate,C_L1,Branch,2
Customer_1980,Male,62556,Suburban,Married,Enugu,3530.044252,Interested,Silver,PHD,1/2/2011,Fully_Employed,184,441.6,Two-Door Car,Medsize,24,95,8,1,Personal,P_L3,Branch,0
Customer_3233,Female,0,Suburban,Single,Imo,13199.92893,Interested,Bronze,HND,1/27/11,Not_employed,136,326.4,Four-Door Car,Large,19,2,6,2,Personal,P_L3,Agent,0
Customer_3598,Male,135596,Suburban,Divorced,Abuja,5550.031892,Interested,Bronze,First_Degree,1/13/11,Fully_Employed,138,331.2,Four-Door Car,Medsize,1,78,0,9,Personal,P_L3,Agent,0
Customer_933,Female,171404,Urban,Married,Kano,5443.42013,Not_interested,Bronze,First_Degree,7/1/2011,Fully_Employed,134,249.085887,Two-Door Car,Medsize,9,74,0,6,Personal,P_L2,Branch,3
Customer_3963,Female,70286,Urban,Married,Imo,5181.890955,Not_interested,Bronze,First_Degree,1/30/11,Fully_Employed,130,171.184016,Four-Door Car,Medsize,31,37,0,9,Corporate,C_L3,Agent,0
Customer_7507,Male,193378,Rural,Married,Abuja,8274.330818,Not_interested,Bronze,HND,8/1/2011,Fully_Employed,206,37.802583,Sports Car,Medsize,34,80,0,5,Personal,P_L2,Agent,0
Customer_7424,Male,132490,Rural,Married,Abuja,17369.27409,Not_interested,Gold,O_Level,5/1/2011,Fully_Employed,290,181.501424,SUV,Medsize,22,58,0,2,Personal,P_L3,Agent,1
Customer_5626,Male,138692,Urban,Married,Abuja,22525.7063,Not_interested,Bronze,O_Level,8/1/2011,Fully_Employed,126,246.284609,Two-Door Car,Medsize,27,42,2,2,Special,S_L3,Branch,1
Customer_5506,Female,155706,Rural,Single,Imo,4230.248035,Not_interested,Bronze,O_Level,2/24/11,Fully_Employed,212,165.237444,SUV,Medsize,12,76,0,1,Personal,P_L2,Branch,0
Customer_6072,Male,75798,Rural,Married,Lagos,14856.19552,Not_interested,Bronze,HND,6/2/2011,Fully_Employed,374,246.993145,Luxury SUV,Medsize,9,11,0,5,Personal,P_L1,Branch,3
Customer_1682,Female,190280,Rural,Divorced,Imo,15230.19865,Not_interested,Silver,HND,11/2/2011,Fully_Employed,252,45.049185,Sports Car,Medsize,6,52,0,2,Personal,P_L3,Agent,0
Customer_4179,Female,163278,Rural,Single,Abuja,16550.85665,Not_interested,Silver,First_Degree,1/21/11,Fully_Employed,164,47.952426,Four-Door Car,Medsize,33,26,0,2,Special,S_L3,Call Center,1
Customer_4026,Male,67622,Urban,Married,Enugu,7223.151702,Not_interested,Bronze,First_Degree,9/2/2011,Fully_Employed,368,587.37679,Luxury SUV,Medsize,17,59,0,1,Personal,P_L3,Agent,2
Customer_9060,Male,49686,Suburban,Married,Lagos,4713.038869,Not_interested,Bronze,First_Degree,3/1/2011,Fully_Employed,122,331.325638,Four-Door Car,Medsize,20,17,4,4,Personal,P_L2,Agent,0
Customer_6446,Male,61650,Suburban,Single,Abuja,2611.877842,Not_interested,Bronze,O_Level,2/19/11,Fully_Employed,136,326.4,Four-Door Car,Small,15,21,0,1,Personal,P_L1,Web,2
Customer_4116,Male,75752,Urban,Single,Enugu,2649.519741,Interested,Bronze,HND,2/20/11,Fully_Employed,138,300.056383,Four-Door Car,Medsize,13,15,0,1,Personal,P_L3,Agent,1
Customer_988,Female,45124,Suburban,Married,Kano,2586.203924,Not_interested,Bronze,O_Level,4/1/2011,Fully_Employed,130,312.0,Two-Door Car,Medsize,4,81,0,1,Personal,P_L3,Branch,0
Customer_7779,Male,59470,Suburban,Single,Kano,2455.570794,Interested,Bronze,First_Degree,9/2/2011,On_Leave,138,331.2,Four-Door Car,Medsize,3,92,0,1,Personal,P_L2,Agent,0
Customer_8388,Male,87086,Urban,Married,Imo,6010.184526,Not_interested,Silver,First_Degree,1/1/2011,Fully_Employed,152,339.255348,Two-Door Car,Medsize,11,62,0,8,Personal,P_L3,Call Center,0
Customer_3453,Male,152716,Rural,Married,Lagos,23596.6802,Interested,Bronze,First_Degree,1/31/11,Fully_Employed,132,86.461582,Four-Door Car,Medsize,25,3,0,2,Personal,P_L3,Agent,2
Customer_2896,Female,0,Suburban,Married,Abuja,7376.077921,Not_interested,Bronze,HND,9/1/2011,Not_employed,220,528.0,SUV,Medsize,19,87,8,3,Personal,P_L2,Web,0
Customer_3778,Female,51640,Suburban,Divorced,Abuja,3267.156348,Interested,Silver,First_Degree,1/26/11,Fully_Employed,164,393.6,Four-Door Car,Medsize,10,69,0,1,Corporate,C_L2,Agent,0
Customer_5658,Female,31028,Suburban,Married,Abuja,2791.74739,Not_interested,Bronze,First_Degree,8/1/2011,On_Leave,148,355.2,Four-Door Car,Medsize,20,24,0,1,Corporate,C_L2,Web,3
Customer_8329,Female,0,Suburban,Single,Abuja,6745.126791,Not_interested,Bronze,Second_Degree,11/1/2011,Not_employed,122,292.8,Two-Door Car,Small,2,76,0,2,Corporate,C_L3,Agent,1
